,Say,g1,g2,g3,g4,g5,timestamp
248,EE,-1.3919414281845093,-20.61538314819336,-7.076921463012695,-15.164834022521973,-17.597068786621094,1576026884.7592502
249,EU,-1.3919414281845093,-20.61538314819336,-7.076921463012695,-15.164834022521973,-17.597068786621094,1576026884.960157
250,EE,0.0,-18.153844833374023,-19.062271118164062,-8.776556968688965,-16.659339904785156,1576026643.248666
251,EU,-7.252745628356934,-8.073260307312012,-9.098898887634277,-7.575091361999512,-5.670327663421631,1576027127.57225
252,AR,-8.336996078491211,-6.080585956573486,-9.831501960754395,-7.575091361999512,-9.333332061767578,1576027062.514165
253,OO,-7.252745628356934,-8.424908638000488,-9.098898887634277,-7.487179279327393,-12.322343826293945,1576027168.966157
254,OO,-9.15750789642334,-18.153844833374023,-19.062271118164062,-8.776556968688965,-13.230768203735352,1576026658.736741
255,OO,-1.3919414281845093,-20.61538314819336,-7.076921463012695,-15.164834022521973,-17.597068786621094,1576026887.652543
256,AA,-9.15750789642334,-18.153844833374023,-19.062271118164062,-8.776556968688965,-13.230768203735352,1576026656.8002229
257,AA,-1.3919414281845093,-20.61538314819336,-7.076921463012695,-15.164834022521973,-17.597068786621094,1576026885.161289
258,EE,-7.252745628356934,-8.073260307312012,-9.098898887634277,-7.575091361999512,-5.670327663421631,1576027112.453552
259,EU,0.0,-18.153844833374023,-19.062271118164062,-8.776556968688965,-13.230768203735352,1576026651.848621
